src,dst,peak,off_peak,senior_disabled,miles
42,76,5.75,3.85,2.85,12.33
42,51,6.0,3.85,3.0,12.98
42,61,6.0,3.85,3.0,13.68
42,69,6.0,3.85,3.0,14.17
42,8,6.0,3.85,3.0,19.69
42,74,6.0,3.85,3.0,20.79
42,28,6.0,3.85,3.0,22.14
42,29,6.0,3.85,3.0,23.82
42,84,6.0,3.85,3.0,25.74
42,90,6.0,3.85,3.0,27.62
42,44,6.0,3.85,3.0,29.49
82,81,3.0,2.6,1.5,5.46
82,73,2.7,2.45,1.35,4.76
82,25,2.5,2.3,1.25,4.25
82,36,2.05,2.0,1.0,3.07
82,49,2.0,2.0,1.0,2.37
82,43,2.0,2.0,1.0,1.76
82,42,2.0,2.0,1.0,0.78
82,4,2.0,2.0,1.0,1.72
82,45,2.0,2.0,1.0,2.76
82,35,2.8,2.5,1.4,4.99
82,21,3.35,2.6,1.65,6.36
82,5,3.8,3.05,1.9,7.45
82,62,4.55,3.4,2.25,9.37
82,17,5.6,3.85,2.8,12.04
82,63,3.1,2.6,1.55,5.69
82,50,3.2,2.6,1.6,6.04
82,100,3.4,2.6,1.7,6.5
82,20,3.65,3.0,1.8,7.13
82,12,3.75,3.05,1.85,7.42
82,101,3.85,3.1,1.9,7.67
82,97,4.1,3.25,2.05,8.29
82,9,4.4,3.4,2.2,8.98
82,86,4.85,3.65,2.4,10.18
82,54,5.45,3.85,2.7,11.61
82,22,6.0,3.85,3.0,13.27
82,83,3.5,2.6,1.75,6.7
82,64,3.0,2.6,1.5,5.46
82,59,3.0,2.6,1.5,5.52
82,72,3.05,2.6,1.5,5.61
82,95,3.1,2.6,1.55,5.77
82,32,3.35,2.6,1.65,6.42
82,77,3.75,3.0,1.85,7.32
82,10,3.95,3.15,1.95,7.83
82,40,4.15,3.25,2.05,8.34
82,68,4.35,3.35,2.15,8.9
82,57,4.55,3.4,2.25,9.37
82,33,5.15,3.8,2.55,10.84
82,80,5.65,3.85,2.8,12.16
82,65,5.9,3.85,2.95,12.71
82,34,6.0,3.85,3.0,13.25
82,13,6.0,3.85,3.0,13.74
82,23,3.1,2.6,1.55,5.74
82,93,3.25,2.6,1.6,6.08
82,60,3.4,2.6,1.7,6.52
82,11,3.5,2.6,1.75,6.78
82,66,3.7,3.0,1.85,7.25
82,70,3.85,3.1,1.9,7.68
82,56,4.1,3.2,2.05,8.27
82,1,4.25,3.3,2.1,8.65
82,53,4.85,3.65,2.4,10.14
82,67,5.1,3.75,2.55,10.72
82,96,5.45,3.85,2.7,11.66
82,26,6.0,3.85,3.0,13.1
82,38,6.0,3.85,3.0,14.29
82,78,3.1,2.6,1.55,5.77
82,15,3.15,2.6,1.55,5.84
82,46,3.15,2.6,1.55,5.89
82,2,3.2,2.6,1.6,6.0
82,91,3.4,2.6,1.7,6.48
82,47,3.85,3.1,1.9,7.67
82,52,4.6,3.4,2.3,9.55
82,39,5.0,3.7,2.5,10.54
82,88,5.75,3.85,2.85,12.32
82,79,6.0,3.85,3.0,14.29
82,24,3.1,2.6,1.55,5.69
82,41,3.2,2.6,1.6,6.02
82,18,3.4,2.6,1.7,6.52
82,48,3.7,3.0,1.85,7.23
82,16,3.9,3.1,1.95,7.72
82,58,4.35,3.35,2.15,8.84
82,7,4.85,3.6,2.4,10.1
82,55,5.2,3.8,2.6,10.96
82,94,5.45,3.85,2.7,11.64
82,37,6.0,3.85,3.0,12.97
82,87,6.0,3.85,3.0,14.67
82,89,5.1,3.75,2.55,10.69
82,27,5.65,3.85,2.8,12.08
82,14,6.0,3.85,3.0,13.04
82,71,6.0,3.85,3.0,14.36
82,3,6.0,3.85,3.0,15.56
82,31,6.0,3.85,3.0,14.97
82,102,6.0,3.85,3.0,18.11
82,75,3.65,3.0,1.8,7.14
82,30,3.8,3.05,1.9,7.53
82,92,3.95,3.15,1.95,7.9
82,85,4.1,3.25,2.05,8.29
82,99,4.8,3.4,2.4,9.95
82,98,5.3,3.85,2.65,11.26
82,6,6.0,3.85,3.0,13.64
82,19,6.0,3.85,3.0,16.03
82,76,5.9,3.85,2.95,12.69
82,51,6.0,3.85,3.0,13.34
82,61,6.0,3.85,3.0,14.02
82,69,6.0,3.85,3.0,14.49
82,8,6.0,3.85,3.0,19.95
82,74,6.0,3.85,3.0,21.04
82,28,6.0,3.85,3.0,22.39
82,29,6.0,3.85,3.0,24.06
82,84,6.0,3.85,3.0,25.99
82,90,6.0,3.85,3.0,27.82
82,44,6.0,3.85,3.0,29.68
4,81,3.65,3.0,1.8,7.14
4,73,3.4,2.6,1.7,6.45
4,25,3.2,2.6,1.6,5.94
4,36,2.7,2.45,1.35,4.75
4,49,2.4,2.25,1.2,4.04
4,43,2.15,2.1,1.05,3.41
4,42,2.0,2.0,1.0,2.5
4,82,2.0,2.0,1.0,1.72
4,45,2.0,2.0,1.0,1.05
4,35,2.1,2.05,1.05,3.27
4,21,2.65,2.4,1.3,4.65
4,5,3.1,2.6,1.55,5.73
4,62,3.85,3.1,1.9,7.66
4,17,4.95,3.65,2.45,10.32
4,63,3.75,3.05,1.85,7.36
4,50,3.9,3.1,1.95,7.7
4,100,4.05,3.2,2.0,8.13
4,20,4.25,3.3,2.1,8.65
4,12,4.35,3.35,2.15,8.86
4,101,4.4,3.4,2.2,8.98
4,97,4.5,3.4,2.25,9.31
4,9,4.7,3.4,2.35,9.69
4,86,5.0,3.7,2.5,10.56
4,54,5.55,3.85,2.75,11.82
4,22,6.0,3.85,3.0,13.41
4,83,4.1,3.25,2.05,8.3
4,64,3.65,3.0,1.8,7.14
4,59,3.7,3.0,1.85,7.2
4,72,3.7,3.0,1.85,7.3
4,95,3.8,3.05,1.9,7.48
4,32,4.05,3.2,2.0,8.13
4,77,4.4,3.4,2.2,9.03
4,10,4.6,3.4,2.3,9.54
4,40,4.8,3.6,2.4,10.06
4,68,5.05,3.75,2.5,10.61
4,57,5.25,3.85,2.6,11.08
4,33,5.8,3.85,2.9,12.56
4,80,6.0,3.85,3.0,13.87
4,65,6.0,3.85,3.0,14.42
4,34,6.0,3.85,3.0,14.96
4,13,6.0,3.85,3.0,15.43
4,23,3.75,3.05,1.85,7.42
4,93,3.9,3.1,1.95,7.77
4,60,4.1,3.2,2.05,8.21
4,11,4.2,3.25,2.1,8.45
4,66,4.35,3.35,2.15,8.9
4,70,4.55,3.4,2.25,9.32
4,56,4.75,3.4,2.35,9.9
4,1,4.9,3.65,2.45,10.25
4,53,5.45,3.85,2.7,11.64
4,67,5.65,3.85,2.8,12.17
4,96,6.0,3.85,3.0,13.05
4,26,6.0,3.85,3.0,14.39
4,38,6.0,3.85,3.0,15.49
4,78,3.75,3.05,1.85,7.42
4,15,3.8,3.05,1.9,7.47
4,46,3.8,3.05,1.9,7.52
4,2,3.85,3.1,1.9,7.6
4,91,4.0,3.15,2.0,7.98
4,47,4.4,3.4,2.2,8.98
4,52,5.1,3.75,2.55,10.78
4,39,5.45,3.85,2.7,11.68
4,88,6.0,3.85,3.0,13.37
4,79,6.0,3.85,3.0,15.14
4,24,3.75,3.05,1.85,7.36
4,41,3.9,3.1,1.95,7.7
4,18,4.1,3.2,2.05,8.21
4,48,4.35,3.35,2.15,8.92
4,16,4.55,3.4,2.25,9.39
4,58,5.0,3.7,2.5,10.52
4,7,5.5,3.85,2.75,11.78
4,55,5.85,3.85,2.9,12.64
4,94,6.0,3.85,3.0,13.27
4,37,6.0,3.85,3.0,14.58
4,87,6.0,3.85,3.0,16.28
4,89,5.7,3.85,2.85,12.2
4,27,6.0,3.85,3.0,13.56
4,14,6.0,3.85,3.0,14.51
4,71,6.0,3.85,3.0,15.77
4,3,6.0,3.85,3.0,16.93
4,31,6.0,3.85,3.0,16.6
4,102,6.0,3.85,3.0,19.69
4,75,4.35,3.35,2.15,8.83
4,30,4.5,3.4,2.25,9.19
4,92,4.6,3.4,2.3,9.55
4,85,4.75,3.4,2.35,9.9
4,99,5.35,3.85,2.65,11.39
4,98,5.8,3.85,2.9,12.5
4,6,6.0,3.85,3.0,14.84
4,19,6.0,3.85,3.0,17.15
4,76,6.0,3.85,3.0,13.71
4,51,6.0,3.85,3.0,14.35
4,61,6.0,3.85,3.0,15.0
4,69,6.0,3.85,3.0,15.41
4,8,6.0,3.85,3.0,20.68
4,74,6.0,3.85,3.0,21.74
4,28,6.0,3.85,3.0,23.08
4,29,6.0,3.85,3.0,24.72
4,84,6.0,3.85,3.0,26.66
4,90,6.0,3.85,3.0,28.39
4,44,6.0,3.85,3.0,30.22
45,81,4.05,3.2,2.0,8.15
45,73,3.8,3.05,1.9,7.47
45,25,3.6,2.6,1.8,6.96
45,36,3.1,2.6,1.55,5.77
45,49,2.8,2.5,1.4,5.06
45,43,2.55,2.35,1.25,4.43
45,42,2.2,2.15,1.1,3.54
45,82,2.0,2.0,1.0,2.76
45,4,2.0,2.0,1.0,1.05
45,35,2.0,2.0,1.0,2.23
45,21,2.25,2.15,1.1,3.6
45,5,2.7,2.4,1.35,4.69
45,62,3.45,2.6,1.7,6.63
45,17,4.5,3.4,2.25,9.29
45,63,4.15,3.25,2.05,8.36
45,50,4.3,3.3,2.15,8.7
45,100,4.45,3.4,2.2,9.12
45,20,4.65,3.4,2.3,9.58
45,12,4.7,3.4,2.35,9.75
45,101,4.75,3.4,2.35,9.82
45,97,4.8,3.6,2.4,10.04
45,9,4.9,3.65,2.45,10.27
45,86,5.15,3.8,2.55,10.9
45,54,5.6,3.85,2.8,11.99
45,22,6.0,3.85,3.0,13.5
45,83,4.5,3.4,2.25,9.27
45,64,4.05,3.2,2.0,8.15
45,59,4.1,3.2,2.05,8.22
45,72,4.15,3.25,2.05,8.33
45,95,4.2,3.25,2.1,8.51
45,32,4.45,3.4,2.2,9.18
45,77,4.85,3.6,2.4,10.08
45,10,5.05,3.7,2.5,10.59
45,40,5.25,3.85,2.6,11.11
45,68,5.45,3.85,2.7,11.66
45,57,5.65,3.85,2.8,12.13
45,33,6.0,3.85,3.0,13.6
45,80,6.0,3.85,3.0,14.92
45,65,6.0,3.85,3.0,15.47
45,34,6.0,3.85,3.0,16.0
45,13,6.0,3.85,3.0,16.48
45,23,4.2,3.25,2.1,8.44
45,93,4.3,3.35,2.15,8.79
45,60,4.5,3.4,2.25,9.23
45,11,4.6,3.4,2.3,9.46
45,66,4.75,3.4,2.35,9.9
45,70,4.9,3.65,2.45,10.31
45,56,5.15,3.8,2.55,10.88
45,1,5.3,3.85,2.65,11.22
45,53,5.8,3.85,2.9,12.55
45,67,6.0,3.85,3.0,13.04
45,96,6.0,3.85,3.0,13.89
45,26,6.0,3.85,3.0,15.16
45,38,6.0,3.85,3.0,16.22
45,78,4.15,3.25,2.05,8.42
45,15,4.2,3.25,2.1,8.46
45,46,4.2,3.25,2.1,8.51
45,2,4.25,3.3,2.1,8.59
45,91,4.35,3.35,2.15,8.92
45,47,4.75,3.4,2.35,9.82
45,52,5.4,3.85,2.7,11.55
45,39,5.75,3.85,2.85,12.4
45,88,6.0,3.85,3.0,14.02
45,79,6.0,3.85,3.0,15.68
45,24,4.15,3.25,2.05,8.36
45,41,4.3,3.3,2.15,8.71
45,18,4.5,3.4,2.25,9.23
45,48,4.8,3.4,2.4,9.94
45,16,4.95,3.7,2.45,10.4
45,58,5.4,3.85,2.7,11.52
45,7,5.9,3.85,2.95,12.8
45,55,6.0,3.85,3.0,13.64
45,94,6.0,3.85,3.0,14.25
45,37,6.0,3.85,3.0,15.55
45,87,6.0,3.85,3.0,17.25
45,89,6.0,3.85,3.0,13.12
45,27,6.0,3.85,3.0,14.45
45,14,6.0,3.85,3.0,15.38
45,71,6.0,3.85,3.0,16.61
45,3,6.0,3.85,3.0,17.74
45,31,6.0,3.85,3.0,17.62
45,102,6.0,3.85,3.0,20.7
45,75,4.75,3.4,2.35,9.87
45,30,4.9,3.65,2.45,10.23
45,92,5.05,3.7,2.5,10.59
45,85,5.15,3.8,2.55,10.93
45,99,5.75,3.85,2.85,12.35
45,98,6.0,3.85,3.0,13.37
45,6,6.0,3.85,3.0,15.67
45,19,6.0,3.85,3.0,17.93
45,76,6.0,3.85,3.0,14.47
45,51,6.0,3.85,3.0,15.11
45,61,6.0,3.85,3.0,15.73
45,69,6.0,3.85,3.0,16.1
45,8,6.0,3.85,3.0,21.23
45,74,6.0,3.85,3.0,22.27
45,28,6.0,3.85,3.0,23.61
45,29,6.0,3.85,3.0,25.22
45,84,6.0,3.85,3.0,27.16
45,90,6.0,3.85,3.0,28.82
45,44,6.0,3.85,3.0,30.63
35,81,4.95,3.65,2.45,10.34
35,73,4.65,3.4,2.3,9.67
35,25,4.45,3.4,2.2,9.16
35,36,4.0,3.15,2.0,7.97
35,49,3.7,3.0,1.85,7.26
35,43,3.45,2.6,1.7,6.63
35,42,3.1,2.6,1.55,5.76
35,82,2.8,2.5,1.4,4.99
35,4,2.1,2.05,1.05,3.27
35,45,2.0,2.0,1.0,2.23
35,21,2.0,2.0,1.0,1.38
35,5,2.0,2.0,1.0,2.48
35,62,2.6,2.35,1.3,4.45
35,17,3.65,2.95,1.8,7.1
35,63,5.0,3.7,2.5,10.54
35,50,5.15,3.8,2.55,10.86
35,100,5.3,3.85,2.65,11.27
35,20,5.45,3.85,2.7,11.64
35,12,5.5,3.85,2.75,11.77
35,101,5.5,3.85,2.75,11.78
35,97,5.55,3.85,2.75,11.87
35,9,5.6,3.85,2.8,11.94
35,86,5.65,3.85,2.8,12.18
35,54,5.9,3.85,2.95,12.74
35,22,6.0,3.85,3.0,13.9
35,83,5.35,3.85,2.65,11.39
35,64,4.95,3.65,2.45,10.34
35,59,4.95,3.7,2.45,10.41
35,72,5.0,3.7,2.5,10.53
35,95,5.1,3.75,2.55,10.72
35,32,5.35,3.85,2.65,11.41
35,77,5.7,3.85,2.85,12.3
35,10,5.9,3.85,2.95,12.81
35,40,6.0,3.85,3.0,13.33
35,68,6.0,3.85,3.0,13.88
35,57,6.0,3.85,3.0,14.35
35,33,6.0,3.85,3.0,15.82
35,80,6.0,3.85,3.0,17.14
35,65,6.0,3.85,3.0,17.69
35,34,6.0,3.85,3.0,18.22
35,13,6.0,3.85,3.0,18.7
35,23,5.05,3.75,2.5,10.63
35,93,5.2,3.8,2.6,10.98
35,60,5.35,3.85,2.65,11.41
35,11,5.45,3.85,2.7,11.64
35,66,5.6,3.85,2.8,12.06
35,70,5.8,3.85,2.9,12.45
35,56,6.0,3.85,3.0,13.01
35,1,6.0,3.85,3.0,13.32
35,53,6.0,3.85,3.0,14.56
35,67,6.0,3.85,3.0,15.0
35,96,6.0,3.85,3.0,15.78
35,26,6.0,3.85,3.0,16.94
35,38,6.0,3.85,3.0,17.9
35,78,5.05,3.7,2.5,10.58
35,15,5.05,3.75,2.5,10.61
35,46,5.05,3.75,2.5,10.67
35,2,5.1,3.75,2.55,10.73
35,91,5.2,3.8,2.6,11.02
35,47,5.5,3.85,2.75,11.78
35,52,6.0,3.85,3.0,13.38
35,39,6.0,3.85,3.0,14.13
35,88,6.0,3.85,3.0,15.61
35,79,6.0,3.85,3.0,17.02
35,24,5.0,3.7,2.5,10.54
35,41,5.15,3.8,2.55,10.89
35,18,5.35,3.85,2.65,11.41
35,48,5.65,3.85,2.8,12.12
35,16,5.85,3.85,2.9,12.57
35,58,6.0,3.85,3.0,13.69
35,7,6.0,3.85,3.0,14.97
35,55,6.0,3.85,3.0,15.8
35,94,6.0,3.85,3.0,16.38
35,37,6.0,3.85,3.0,17.65
35,87,6.0,3.85,3.0,19.35
35,89,6.0,3.85,3.0,15.14
35,27,6.0,3.85,3.0,16.42
35,14,6.0,3.85,3.0,17.33
35,71,6.0,3.85,3.0,18.5
35,3,6.0,3.85,3.0,19.57
35,31,6.0,3.85,3.0,19.8
35,102,6.0,3.85,3.0,22.84
35,75,5.65,3.85,2.8,12.09
35,30,5.8,3.85,2.9,12.45
35,92,5.9,3.85,2.95,12.79
35,85,6.0,3.85,3.0,13.12
35,99,6.0,3.85,3.0,14.43
35,98,6.0,3.85,3.0,15.31
35,6,6.0,3.85,3.0,17.54
35,19,6.0,3.85,3.0,19.69
35,76,6.0,3.85,3.0,16.23
35,51,6.0,3.85,3.0,16.84
35,61,6.0,3.85,3.0,17.43
35,69,6.0,3.85,3.0,17.72
35,8,6.0,3.85,3.0,22.52
35,74,6.0,3.85,3.0,23.52
35,28,6.0,3.85,3.0,24.82
35,29,6.0,3.85,3.0,26.37
35,84,6.0,3.85,3.0,28.32
35,90,6.0,3.85,3.0,29.83
35,44,6.0,3.85,3.0,31.58
21,81,5.5,3.85,2.75,11.72
21,73,5.2,3.8,2.6,11.05
21,25,5.0,3.7,2.5,10.54
21,36,4.55,3.4,2.25,9.35
21,49,4.25,3.3,2.1,8.64
21,43,4.0,3.15,2.0,8.02
21,42,3.65,3.0,1.8,7.14
21,82,3.35,2.6,1.65,6.36
21,4,2.65,2.4,1.3,4.65
21,45,2.25,2.15,1.1,3.6
21,35,2.0,2.0,1.0,1.38
21,5,2.0,2.0,1.0,1.09
21,62,2.05,2.0,1.0,3.08
21,17,3.1,2.6,1.55,5.73
21,63,5.55,3.85,2.75,11.92
21,50,5.7,3.85,2.85,12.24
21,100,5.85,3.85,2.9,12.64
21,20,6.0,3.85,3.0,13.0
21,12,6.0,3.85,3.0,13.12
21,101,6.0,3.85,3.0,13.11
21,97,6.0,3.85,3.0,13.18
21,9,6.0,3.85,3.0,13.21
21,86,6.0,3.85,3.0,13.36
21,54,6.0,3.85,3.0,13.69
21,22,6.0,3.85,3.0,14.5
21,83,5.9,3.85,2.95,12.76
21,64,5.5,3.85,2.75,11.72
21,59,5.5,3.85,2.75,11.79
21,72,5.55,3.85,2.75,11.91
21,95,5.65,3.85,2.8,12.11
21,32,5.9,3.85,2.95,12.78
21,77,6.0,3.85,3.0,13.68
21,10,6.0,3.85,3.0,14.19
21,40,6.0,3.85,3.0,14.71
21,68,6.0,3.85,3.0,15.26
21,57,6.0,3.85,3.0,15.73
21,33,6.0,3.85,3.0,17.2
21,80,6.0,3.85,3.0,18.52
21,65,6.0,3.85,3.0,19.06
21,34,6.0,3.85,3.0,19.59
21,13,6.0,3.85,3.0,20.06
21,23,5.6,3.85,2.8,12.01
21,93,5.75,3.85,2.85,12.37
21,60,5.9,3.85,2.95,12.8
21,11,6.0,3.85,3.0,13.02
21,66,6.0,3.85,3.0,13.44
21,70,6.0,3.85,3.0,13.83
21,56,6.0,3.85,3.0,14.38
21,1,6.0,3.85,3.0,14.69
21,53,6.0,3.85,3.0,15.89
21,67,6.0,3.85,3.0,16.32
21,96,6.0,3.85,3.0,17.07
21,26,6.0,3.85,3.0,18.18
21,38,6.0,3.85,3.0,19.09
21,78,5.6,3.85,2.8,11.96
21,15,5.6,3.85,2.8,11.98
21,46,5.6,3.85,2.8,12.05
21,2,5.65,3.85,2.8,12.11
21,91,5.75,3.85,2.85,12.39
21,47,6.0,3.85,3.0,13.11
21,52,6.0,3.85,3.0,14.66
21,39,6.0,3.85,3.0,15.37
21,88,6.0,3.85,3.0,16.78
21,79,6.0,3.85,3.0,18.06
21,24,5.55,3.85,2.75,11.92
21,41,5.7,3.85,2.85,12.27
21,18,5.9,3.85,2.95,12.8
21,48,6.0,3.85,3.0,13.51
21,16,6.0,3.85,3.0,13.95
21,58,6.0,3.85,3.0,15.07
21,7,6.0,3.85,3.0,16.35
21,55,6.0,3.85,3.0,17.18
21,94,6.0,3.85,3.0,17.75
21,37,6.0,3.85,3.0,19.01
21,87,6.0,3.85,3.0,20.71
21,89,6.0,3.85,3.0,16.47
21,27,6.0,3.85,3.0,17.74
21,14,6.0,3.85,3.0,18.64
21,71,6.0,3.85,3.0,19.78
21,3,6.0,3.85,3.0,20.82
21,31,6.0,3.85,3.0,21.13
21,102,6.0,3.85,3.0,24.13
21,75,6.0,3.85,3.0,13.45
21,30,6.0,3.85,3.0,13.8
21,92,6.0,3.85,3.0,14.14
21,85,6.0,3.85,3.0,14.45
21,99,6.0,3.85,3.0,15.69
21,98,6.0,3.85,3.0,16.49
21,6,6.0,3.85,3.0,18.66
21,19,6.0,3.85,3.0,20.74
21,76,6.0,3.85,3.0,17.32
21,51,6.0,3.85,3.0,17.91
21,61,6.0,3.85,3.0,18.46
21,69,6.0,3.85,3.0,18.72
21,8,6.0,3.85,3.0,23.29
21,74,6.0,3.85,3.0,24.25
21,28,6.0,3.85,3.0,25.53
21,29,6.0,3.85,3.0,27.04
21,84,6.0,3.85,3.0,28.97
21,90,6.0,3.85,3.0,30.39
21,44,6.0,3.85,3.0,32.11
5,81,5.9,3.85,2.95,12.81
5,73,5.65,3.85,2.8,12.14
5,25,5.45,3.85,2.7,11.63
5,36,5.0,3.7,2.5,10.44
5,49,4.7,3.4,2.35,9.74
5,43,4.45,3.4,2.2,9.11
5,42,4.1,3.2,2.05,8.23
5,82,3.8,3.05,1.9,7.45
5,4,3.1,2.6,1.55,5.73
5,45,2.7,2.4,1.35,4.69
5,35,2.0,2.0,1.0,2.48
5,21,2.0,2.0,1.0,1.09
5,62,2.0,2.0,1.0,2.0
5,17,2.65,2.4,1.3,4.64
5,63,6.0,3.85,3.0,13.01
5,50,6.0,3.85,3.0,13.34
5,100,6.0,3.85,3.0,13.74
5,20,6.0,3.85,3.0,14.08
5,12,6.0,3.85,3.0,14.19
5,101,6.0,3.85,3.0,14.18
5,97,6.0,3.85,3.0,14.24
5,9,6.0,3.85,3.0,14.26
5,86,6.0,3.85,3.0,14.38
5,54,6.0,3.85,3.0,14.61
5,22,6.0,3.85,3.0,15.21
5,83,6.0,3.85,3.0,13.85
5,64,5.9,3.85,2.95,12.81
5,59,5.95,3.85,2.95,12.89
5,72,6.0,3.85,3.0,13.0
5,95,6.0,3.85,3.0,13.2
5,32,6.0,3.85,3.0,13.86
5,77,6.0,3.85,3.0,14.77
5,10,6.0,3.85,3.0,15.28
5,40,6.0,3.85,3.0,15.79
5,68,6.0,3.85,3.0,16.35
5,57,6.0,3.85,3.0,16.82
5,33,6.0,3.85,3.0,18.29
5,80,6.0,3.85,3.0,19.6
5,65,6.0,3.85,3.0,20.14
5,34,6.0,3.85,3.0,20.66
5,13,6.0,3.85,3.0,21.13
5,23,6.0,3.85,3.0,13.1
5,93,6.0,3.85,3.0,13.46
5,60,6.0,3.85,3.0,13.89
5,11,6.0,3.85,3.0,14.12
5,66,6.0,3.85,3.0,14.53
5,70,6.0,3.85,3.0,14.92
5,56,6.0,3.85,3.0,15.47
5,1,6.0,3.85,3.0,15.77
5,53,6.0,3.85,3.0,16.97
5,67,6.0,3.85,3.0,17.38
5,96,6.0,3.85,3.0,18.11
5,26,6.0,3.85,3.0,19.19
5,38,6.0,3.85,3.0,20.08
5,78,6.0,3.85,3.0,13.05
5,15,6.0,3.85,3.0,13.08
5,46,6.0,3.85,3.0,13.14
5,2,6.0,3.85,3.0,13.21
5,91,6.0,3.85,3.0,13.47
5,47,6.0,3.85,3.0,14.18
5,52,6.0,3.85,3.0,15.71
5,39,6.0,3.85,3.0,16.39
5,88,6.0,3.85,3.0,17.76
5,79,6.0,3.85,3.0,18.96
5,24,6.0,3.85,3.0,13.01
5,41,6.0,3.85,3.0,13.36
5,18,6.0,3.85,3.0,13.89
5,48,6.0,3.85,3.0,14.6
5,16,6.0,3.85,3.0,15.05
5,58,6.0,3.85,3.0,16.17
5,7,6.0,3.85,3.0,17.45
5,55,6.0,3.85,3.0,18.27
5,94,6.0,3.85,3.0,18.84
5,37,6.0,3.85,3.0,20.1
5,87,6.0,3.85,3.0,21.79
5,89,6.0,3.85,3.0,17.54
5,27,6.0,3.85,3.0,18.8
5,14,6.0,3.85,3.0,19.69
5,71,6.0,3.85,3.0,20.81
5,3,6.0,3.85,3.0,21.85
5,31,6.0,3.85,3.0,22.16
5,102,6.0,3.85,3.0,25.14
5,75,6.0,3.85,3.0,14.53
5,30,6.0,3.85,3.0,14.87
5,92,6.0,3.85,3.0,15.2
5,85,6.0,3.85,3.0,15.5
5,99,6.0,3.85,3.0,16.69
5,98,6.0,3.85,3.0,17.43
5,6,6.0,3.85,3.0,19.56
5,19,6.0,3.85,3.0,21.57
5,76,6.0,3.85,3.0,18.2
5,51,6.0,3.85,3.0,18.77
5,61,6.0,3.85,3.0,19.3
5,69,6.0,3.85,3.0,19.53
5,8,6.0,3.85,3.0,23.92
5,74,6.0,3.85,3.0,24.85
5,28,6.0,3.85,3.0,26.11
5,29,6.0,3.85,3.0,27.58
5,84,6.0,3.85,3.0,29.5
5,90,6.0,3.85,3.0,30.85
5,44,6.0,3.85,3.0,32.53
62,81,6.0,3.85,3.0,14.77
62,73,6.0,3.85,3.0,14.1
62,25,6.0,3.85,3.0,13.58
62,36,5.75,3.85,2.85,12.39
62,49,5.5,3.85,2.75,11.69
62,43,5.2,3.8,2.6,11.06
62,42,4.85,3.65,2.4,10.15
62,82,4.55,3.4,2.25,9.37
62,4,3.85,3.1,1.9,7.66
62,45,3.45,2.6,1.7,6.63
62,35,2.6,2.35,1.3,4.45
62,21,2.05,2.0,1.0,3.08
62,5,2.0,2.0,1.0,2.0
62,17,2.0,2.0,1.0,2.67
62,63,6.0,3.85,3.0,14.98
62,50,6.0,3.85,3.0,15.31
62,100,6.0,3.85,3.0,15.72
62,20,6.0,3.85,3.0,16.08
62,12,6.0,3.85,3.0,16.2
62,101,6.0,3.85,3.0,16.19
62,97,6.0,3.85,3.0,16.24
62,9,6.0,3.85,3.0,16.27
62,86,6.0,3.85,3.0,16.38
62,54,6.0,3.85,3.0,16.56
62,22,6.0,3.85,3.0,17.01
62,83,6.0,3.85,3.0,15.84
62,64,6.0,3.85,3.0,14.77
62,59,6.0,3.85,3.0,14.84
62,72,6.0,3.85,3.0,14.95
62,95,6.0,3.85,3.0,15.13
62,32,6.0,3.85,3.0,15.76
62,77,6.0,3.85,3.0,16.67
62,10,6.0,3.85,3.0,17.19
62,40,6.0,3.85,3.0,17.69
62,68,6.0,3.85,3.0,18.26
62,57,6.0,3.85,3.0,18.73
62,33,6.0,3.85,3.0,20.19
62,80,6.0,3.85,3.0,21.48
62,65,6.0,3.85,3.0,22.01
62,34,6.0,3.85,3.0,22.51
62,13,6.0,3.85,3.0,22.98
62,23,6.0,3.85,3.0,15.06
62,93,6.0,3.85,3.0,15.41
62,60,6.0,3.85,3.0,15.85
62,11,6.0,3.85,3.0,16.08
62,66,6.0,3.85,3.0,16.51
62,70,6.0,3.85,3.0,16.9
62,56,6.0,3.85,3.0,17.45
62,1,6.0,3.85,3.0,17.77
62,53,6.0,3.85,3.0,18.97
62,67,6.0,3.85,3.0,19.39
62,96,6.0,3.85,3.0,20.11
62,26,6.0,3.85,3.0,21.18
62,38,6.0,3.85,3.0,22.04
62,78,6.0,3.85,3.0,15.02
62,15,6.0,3.85,3.0,15.05
62,46,6.0,3.85,3.0,15.11
62,2,6.0,3.85,3.0,15.18
62,91,6.0,3.85,3.0,15.46
62,47,6.0,3.85,3.0,16.19
62,52,6.0,3.85,3.0,17.71
62,39,6.0,3.85,3.0,18.38
62,88,6.0,3.85,3.0,19.72
62,79,6.0,3.85,3.0,20.84
62,24,6.0,3.85,3.0,14.98
62,41,6.0,3.85,3.0,15.33
62,18,6.0,3.85,3.0,15.85
62,48,6.0,3.85,3.0,16.56
62,16,6.0,3.85,3.0,17.02
62,58,6.0,3.85,3.0,18.14
62,7,6.0,3.85,3.0,19.41
62,55,6.0,3.85,3.0,20.25
62,94,6.0,3.85,3.0,20.83
62,37,6.0,3.85,3.0,22.09
62,87,6.0,3.85,3.0,23.79
62,89,6.0,3.85,3.0,19.55
62,27,6.0,3.85,3.0,20.8
62,14,6.0,3.85,3.0,21.7
62,71,6.0,3.85,3.0,22.81
62,3,6.0,3.85,3.0,23.83
62,31,6.0,3.85,3.0,23.92
