Dept,Arriv,ST_Peak,ST_Offpeak,RedST_Peak,RedST_Offpeak
Minnesota Ave Metro Station,Branch Ave Metro Station,4.3,3.4,2.15,2.15
Minnesota Ave Metro Station,Braddock Road Metro Station,4.45,3.65,2.2,2.2
Minnesota Ave Metro Station,King Street Metro Station,4.6,3.75,2.3,2.3
Minnesota Ave Metro Station,Eisenhower Avenue Metro Station,4.8,3.85,2.4,2.4
Minnesota Ave Metro Station,Huntington Metro Station,4.95,3.85,2.45,2.45
Minnesota Ave Metro Station,Anacostia Metro Station,3.05,2.6,1.5,1.5
Minnesota Ave Metro Station,Eastern Market Metro Station,2.3,2.05,1.15,1.15
Minnesota Ave Metro Station,Potomac Ave Metro Station,2.25,2,1.1,1.1
Minnesota Ave Metro Station,Stadium-armory Metro Station,2.25,2,1.1,1.1
Minnesota Ave Metro Station,Rhode Island Ave Metro Station,3.15,2.6,1.55,1.55
Minnesota Ave Metro Station,Minnesota Ave Metro Station,0,0,0,0
Minnesota Ave Metro Station,Van Ness-udc Metro Station,3.9,3.25,1.95,1.95
Minnesota Ave Metro Station,Cleveland Park Metro Station,3.75,3.15,1.85,1.85
Minnesota Ave Metro Station,Columbia Heights Metro Station,3.4,2.6,1.7,1.7
Minnesota Ave Metro Station,Spring Hill Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Greensboro Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Tysons Corner Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Mclean Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Van Ness-udc Metro Station,College Park-u Of Md Metro Station,4.65,3.8,2.3,2.3
Van Ness-udc Metro Station,Capitol Heights Metro Station,4.5,3.65,2.25,2.25
Van Ness-udc Metro Station,Morgan Boulevard Metro Station,5.15,3.85,2.55,2.55
Van Ness-udc Metro Station,Georgia Ave-petworth Metro Station,2.85,2.45,1.4,1.4
Van Ness-udc Metro Station,Takoma Metro Station,3.55,2.95,1.75,1.75
Van Ness-udc Metro Station,Glenmont Metro Station,5.2,3.85,2.6,2.6
Van Ness-udc Metro Station,Wheaton Metro Station,4.7,3.85,2.35,2.35
Van Ness-udc Metro Station,Forest Glen Metro Station,4.25,3.4,2.1,2.1
Van Ness-udc Metro Station,Silver Spring Metro Station,3.85,3.2,1.9,1.9
Van Ness-udc Metro Station,Brookland-cua Metro Station,3.15,2.6,1.55,1.55
Van Ness-udc Metro Station,Fort Totten Metro Station,3.25,2.6,1.6,1.6
Van Ness-udc Metro Station,Prince George's Plaza Metro Station,4.1,3.4,2.05,2.05
Van Ness-udc Metro Station,West Hyattsville Metro Station,3.8,3.15,1.9,1.9
Van Ness-udc Metro Station,Benning Road Metro Station,4.1,3.35,2.05,2.05
Van Ness-udc Metro Station,Addison Road-seat Pleasant Metro Station,4.75,3.85,2.35,2.35
Van Ness-udc Metro Station,Deanwood Metro Station,4.1,3.4,2.05,2.05
Van Ness-udc Metro Station,New Carrollton Metro Station,5.15,3.85,2.55,2.55
Van Ness-udc Metro Station,Landover Metro Station,4.8,3.85,2.4,2.4
Van Ness-udc Metro Station,Cheverly Metro Station,4.4,3.6,2.2,2.2
Van Ness-udc Metro Station,Largo Town Center Metro Station,5.5,3.85,2.75,2.75
Van Ness-udc Metro Station,Noma Metro,2.9,2.5,1.45,1.45
Van Ness-udc Metro Station,Rosslyn Metro Station,2.85,2.45,1.4,1.4
Van Ness-udc Metro Station,Arlington Cemetery Metro Station,3.15,2.6,1.55,1.55
Van Ness-udc Metro Station,Dupont Circle Metro Station,2.25,2,1.1,1.1
Van Ness-udc Metro Station,Pentagon Metro Station,3.3,2.6,1.65,1.65
Van Ness-udc Metro Station,Crystal City Metro Station,3.6,3,1.8,1.8
Van Ness-udc Metro Station,Navy Yard Metro Station,3.2,2.6,1.6,1.6
Van Ness-udc Metro Station,Mcpherson Square Metro Station,2.5,2.2,1.25,1.25
Van Ness-udc Metro Station,Shaw-howard U Metro,2.6,2.25,1.3,1.3
Van Ness-udc Metro Station,Southern Ave Metro Station,4.15,3.4,2.05,2.05
Van Ness-udc Metro Station,Greenbelt Metro Station,5.25,3.85,2.6,2.6
Van Ness-udc Metro Station,Tenleytown-au Metro Station,2.25,2,1.1,1.1
Van Ness-udc Metro Station,West Falls Church Metro Station,4.55,3.7,2.25,2.25
Van Ness-udc Metro Station,Dunn Loring-merrifield Metro Station,5.25,3.85,2.6,2.6
Van Ness-udc Metro Station,Vienna Metro Station,5.95,3.85,2.95,2.95
Van Ness-udc Metro Station,Friendship Heights Metro Station,2.25,2,1.1,1.1
Van Ness-udc Metro Station,Shady Grove Metro Station,5.45,3.85,2.7,2.7
Van Ness-udc Metro Station,Rockville Metro Station,4.7,3.8,2.35,2.35
Van Ness-udc Metro Station,Twinbrook Metro Station,4.1,3.4,2.05,2.05
Van Ness-udc Metro Station,White Flint Metro Station,3.8,3.15,1.9,1.9
Van Ness-udc Metro Station,Grosvenor-strathmore Metro Station,3.4,2.6,1.7,1.7
Van Ness-udc Metro Station,Medical Center Metro Station,2.7,2.35,1.35,1.35
Van Ness-udc Metro Station,Bethesda Metro Station,2.4,2.1,1.2,1.2
Van Ness-udc Metro Station,Foggy Bottom-gwu Metro Station,2.6,2.25,1.3,1.3
Van Ness-udc Metro Station,Court House Metro Station,3.15,2.6,1.55,1.55
Van Ness-udc Metro Station,Clarendon Metro Station,3.3,2.6,1.65,1.65
Van Ness-udc Metro Station,East Falls Church Metro Station,4.1,3.4,2.05,2.05
Van Ness-udc Metro Station,Virginia Square-gmu Metro Station,3.4,2.6,1.7,1.7
Van Ness-udc Metro Station,Ballston-mu Metro Station,3.55,2.95,1.75,1.75
Van Ness-udc Metro Station,Farragut West Metro Station,2.25,2,1.1,1.1
Van Ness-udc Metro Station,Farragut North Metro Station,2.25,2,1.1,1.1
Van Ness-udc Metro Station,Woodley Park-zoo Metro,2.25,2,1.1,1.1
Van Ness-udc Metro Station,L'enfant Plaza Metro Station,2.85,2.45,1.4,1.4
Van Ness-udc Metro Station,Smithsonian Metro Station,2.7,2.35,1.35,1.35
Van Ness-udc Metro Station,Pentagon City Metro Station,3.45,2.6,1.7,1.7
Van Ness-udc Metro Station,Federal Triangle Metro Station,2.6,2.25,1.3,1.3
Van Ness-udc Metro Station,Archives-navy Memorial Metro Station,2.65,2.25,1.3,1.25
Van Ness-udc Metro Station,Waterfront Metro Station,3.05,2.6,1.5,1.5
Van Ness-udc Metro Station,National Airport Metro Station,3.75,3.1,1.85,1.85
Van Ness-udc Metro Station,Van Dorn Street Metro Station,5.45,3.85,2.7,2.7
Van Ness-udc Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Van Ness-udc Metro Station,Federal Center Sw Metro Station,2.9,2.5,1.45,1.45
Van Ness-udc Metro Station,Judiciary Square Metro Station,2.65,2.3,1.3,1.3
Van Ness-udc Metro Station,Capitol South Metro Station,3.05,2.6,1.5,1.5
Van Ness-udc Metro Station,Metro Center,2.5,2.2,1.25,1.25
Van Ness-udc Metro Station,Gallery Pl-chinatown Metro Station,2.55,2.25,1.25,1.25
Van Ness-udc Metro Station,Mount Vernon Square Metro Station,2.6,2.25,1.3,1.3
Van Ness-udc Metro Station,U Street Metro Station,2.6,2.3,1.3,1.3
Van Ness-udc Metro Station,Union Station Metro Station,2.8,2.4,1.4,1.4
Van Ness-udc Metro Station,Congress Heights Metro Station,3.9,3.25,1.95,1.95
Van Ness-udc Metro Station,Naylor Road Metro Station,4.35,3.4,2.15,2.15
Van Ness-udc Metro Station,Suitland Metro Station,4.75,3.85,2.35,2.35
Van Ness-udc Metro Station,Branch Ave Metro Station,5.2,3.85,2.6,2.6
Van Ness-udc Metro Station,Braddock Road Metro Station,4.55,3.7,2.25,2.25
Van Ness-udc Metro Station,King Street Metro Station,4.7,3.85,2.35,2.35
Van Ness-udc Metro Station,Eisenhower Avenue Metro Station,4.9,3.85,2.45,2.45
Van Ness-udc Metro Station,Huntington Metro Station,5.05,3.85,2.5,2.5
Van Ness-udc Metro Station,Anacostia Metro Station,3.55,2.95,1.75,1.75
Van Ness-udc Metro Station,Eastern Market Metro Station,3.2,2.6,1.6,1.6
Van Ness-udc Metro Station,Potomac Ave Metro Station,3.35,2.6,1.65,1.65
Van Ness-udc Metro Station,Stadium-armory Metro Station,3.5,2.6,1.75,1.75
Van Ness-udc Metro Station,Rhode Island Ave Metro Station,3.05,2.6,1.5,1.5
Van Ness-udc Metro Station,Minnesota Ave Metro Station,3.9,3.25,1.95,1.95
Van Ness-udc Metro Station,Van Ness-udc Metro Station,0,0,0,0
Van Ness-udc Metro Station,Cleveland Park Metro Station,2.25,2,1.1,1.1
Van Ness-udc Metro Station,Columbia Heights Metro Station,2.65,2.3,1.3,1.3
Van Ness-udc Metro Station,Spring Hill Metro Station,5.55,3.85,2.75,2.75
Van Ness-udc Metro Station,Greensboro Metro Station,5.4,3.85,2.7,2.7
Van Ness-udc Metro Station,Tysons Corner Metro Station,5.2,3.85,2.6,2.6
Van Ness-udc Metro Station,Mclean Metro Station,5,3.85,2.5,2.5
Van Ness-udc Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Cleveland Park Metro Station,College Park-u Of Md Metro Station,4.55,3.75,2.25,2.25
Cleveland Park Metro Station,Capitol Heights Metro Station,4.35,3.4,2.15,2.15
Cleveland Park Metro Station,Morgan Boulevard Metro Station,5,3.85,2.5,2.5
Cleveland Park Metro Station,Georgia Ave-petworth Metro Station,2.7,2.35,1.35,1.35
Cleveland Park Metro Station,Takoma Metro Station,3.5,2.6,1.75,1.75
Cleveland Park Metro Station,Glenmont Metro Station,5.15,3.85,2.55,2.55
Cleveland Park Metro Station,Wheaton Metro Station,4.7,3.8,2.35,2.35
Cleveland Park Metro Station,Forest Glen Metro Station,4.25,3.4,2.1,2.1
Cleveland Park Metro Station,Silver Spring Metro Station,3.8,3.15,1.9,1.9
Cleveland Park Metro Station,Brookland-cua Metro Station,3,2.55,1.5,1.5
Cleveland Park Metro Station,Fort Totten Metro Station,3.15,2.6,1.55,1.55
Cleveland Park Metro Station,Prince George's Plaza Metro Station,4,3.3,2,2
Cleveland Park Metro Station,West Hyattsville Metro Station,3.7,3.1,1.85,1.85
Cleveland Park Metro Station,Benning Road Metro Station,3.9,3.25,1.95,1.95
Cleveland Park Metro Station,Addison Road-seat Pleasant Metro Station,4.6,3.75,2.3,2.3
Cleveland Park Metro Station,Deanwood Metro Station,3.95,3.25,1.95,1.95
Cleveland Park Metro Station,New Carrollton Metro Station,5.05,3.85,2.5,2.5
Cleveland Park Metro Station,Landover Metro Station,4.7,3.8,2.35,2.35
Cleveland Park Metro Station,Cheverly Metro Station,4.25,3.4,2.1,2.1
Cleveland Park Metro Station,Largo Town Center Metro Station,5.35,3.85,2.65,2.65
Cleveland Park Metro Station,Noma Metro,2.7,2.35,1.35,1.35
Cleveland Park Metro Station,Rosslyn Metro Station,2.7,2.3,1.35,1.35
Cleveland Park Metro Station,Arlington Cemetery Metro Station,2.95,2.5,1.45,1.45
Cleveland Park Metro Station,Dupont Circle Metro Station,2.25,2,1.1,1.1
Cleveland Park Metro Station,Pentagon Metro Station,3.1,2.6,1.55,1.55
Cleveland Park Metro Station,Crystal City Metro Station,3.4,2.6,1.7,1.7
Cleveland Park Metro Station,Navy Yard Metro Station,3,2.6,1.5,1.5
Cleveland Park Metro Station,Mcpherson Square Metro Station,2.3,2.05,1.15,1.15
Cleveland Park Metro Station,Shaw-howard U Metro,2.4,2.1,1.2,1.2
Cleveland Park Metro Station,Southern Ave Metro Station,4,3.3,2,2
Cleveland Park Metro Station,Greenbelt Metro Station,5.2,3.85,2.6,2.6
Cleveland Park Metro Station,Tenleytown-au Metro Station,2.25,2,1.1,1.1
Cleveland Park Metro Station,West Falls Church Metro Station,4.45,3.65,2.2,2.2
Cleveland Park Metro Station,Dunn Loring-merrifield Metro Station,5.15,3.85,2.55,2.55
Cleveland Park Metro Station,Vienna Metro Station,5.85,3.85,2.9,2.9
Cleveland Park Metro Station,Friendship Heights Metro Station,2.25,2,1.1,1.1
Cleveland Park Metro Station,Shady Grove Metro Station,5.65,3.85,2.8,2.8
Cleveland Park Metro Station,Rockville Metro Station,4.85,3.85,2.4,2.4
Cleveland Park Metro Station,Twinbrook Metro Station,4.3,3.4,2.15,2.15
Cleveland Park Metro Station,White Flint Metro Station,4,3.3,2,2
Cleveland Park Metro Station,Grosvenor-strathmore Metro Station,3.6,3,1.8,1.8
Cleveland Park Metro Station,Medical Center Metro Station,2.9,2.5,1.45,1.45
Cleveland Park Metro Station,Bethesda Metro Station,2.6,2.25,1.3,1.3
Cleveland Park Metro Station,Foggy Bottom-gwu Metro Station,2.4,2.1,1.2,1.2
Cleveland Park Metro Station,Court House Metro Station,2.95,2.55,1.45,1.45
Cleveland Park Metro Station,Clarendon Metro Station,3.15,2.6,1.55,1.55
Cleveland Park Metro Station,East Falls Church Metro Station,4,3.3,2,2
Cleveland Park Metro Station,Virginia Square-gmu Metro Station,3.25,2.6,1.6,1.6
Cleveland Park Metro Station,Ballston-mu Metro Station,3.4,2.6,1.7,1.7
Cleveland Park Metro Station,Farragut West Metro Station,2.25,2,1.1,1.1
Cleveland Park Metro Station,Farragut North Metro Station,2.25,2,1.1,1.1
Cleveland Park Metro Station,Woodley Park-zoo Metro,2.25,2,1.1,1.1
Cleveland Park Metro Station,L'enfant Plaza Metro Station,2.65,2.3,1.3,1.3
Cleveland Park Metro Station,Smithsonian Metro Station,2.5,2.2,1.25,1.25
Cleveland Park Metro Station,Pentagon City Metro Station,3.3,2.6,1.65,1.65
Cleveland Park Metro Station,Federal Triangle Metro Station,2.35,2.1,1.15,1.15
Cleveland Park Metro Station,Archives-navy Memorial Metro Station,2.45,2.1,1.2,1.15
Cleveland Park Metro Station,Waterfront Metro Station,2.85,2.45,1.4,1.4
Cleveland Park Metro Station,National Airport Metro Station,3.55,3,1.75,1.75
Cleveland Park Metro Station,Van Dorn Street Metro Station,5.3,3.85,2.65,2.65
Cleveland Park Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Cleveland Park Metro Station,Federal Center Sw Metro Station,2.7,2.35,1.35,1.35
Cleveland Park Metro Station,Judiciary Square Metro Station,2.45,2.15,1.2,1.2
Cleveland Park Metro Station,Capitol South Metro Station,2.85,2.45,1.4,1.4
Cleveland Park Metro Station,Metro Center,2.3,2,1.15,1.15
Cleveland Park Metro Station,Gallery Pl-chinatown Metro Station,2.35,2.1,1.15,1.15
Cleveland Park Metro Station,Mount Vernon Square Metro Station,2.4,2.1,1.2,1.15
Cleveland Park Metro Station,U Street Metro Station,2.4,2.15,1.2,1.2
Cleveland Park Metro Station,Union Station Metro Station,2.6,2.3,1.3,1.3
Cleveland Park Metro Station,Congress Heights Metro Station,3.75,3.1,1.85,1.85
Cleveland Park Metro Station,Naylor Road Metro Station,4.15,3.4,2.05,2.05
Cleveland Park Metro Station,Suitland Metro Station,4.55,3.75,2.25,2.25
Cleveland Park Metro Station,Branch Ave Metro Station,5.05,3.85,2.5,2.5
Cleveland Park Metro Station,Braddock Road Metro Station,4.4,3.4,2.2,2.2
Cleveland Park Metro Station,King Street Metro Station,4.55,3.7,2.25,2.25
Cleveland Park Metro Station,Eisenhower Avenue Metro Station,4.7,3.85,2.35,2.35
Cleveland Park Metro Station,Huntington Metro Station,4.85,3.85,2.4,2.4
Cleveland Park Metro Station,Anacostia Metro Station,3.35,2.6,1.65,1.65
Cleveland Park Metro Station,Eastern Market Metro Station,3,2.55,1.5,1.5
Cleveland Park Metro Station,Potomac Ave Metro Station,3.2,2.6,1.6,1.6
Cleveland Park Metro Station,Stadium-armory Metro Station,3.3,2.6,1.65,1.65
Cleveland Park Metro Station,Rhode Island Ave Metro Station,2.85,2.45,1.4,1.4
Cleveland Park Metro Station,Minnesota Ave Metro Station,3.75,3.15,1.85,1.85
Cleveland Park Metro Station,Van Ness-udc Metro Station,2.25,2,1.1,1.1
Cleveland Park Metro Station,Cleveland Park Metro Station,0,0,0,0
Cleveland Park Metro Station,Columbia Heights Metro Station,2.45,2.15,1.2,1.2
Cleveland Park Metro Station,Spring Hill Metro Station,5.5,3.85,2.75,2.75
Cleveland Park Metro Station,Greensboro Metro Station,5.35,3.85,2.65,2.65
Cleveland Park Metro Station,Tysons Corner Metro Station,5.15,3.85,2.55,2.55
Cleveland Park Metro Station,Mclean Metro Station,4.95,3.85,2.45,2.45
Cleveland Park Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Columbia Heights Metro Station,College Park-u Of Md Metro Station,3.55,3,1.75,1.75
Columbia Heights Metro Station,Capitol Heights Metro Station,3.95,3.3,1.95,1.95
Columbia Heights Metro Station,Morgan Boulevard Metro Station,4.65,3.8,2.3,2.3
Columbia Heights Metro Station,Georgia Ave-petworth Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Takoma Metro Station,2.55,2.2,1.25,1.25
Columbia Heights Metro Station,Glenmont Metro Station,4.4,3.6,2.2,2.2
Columbia Heights Metro Station,Wheaton Metro Station,3.9,3.25,1.95,1.95
Columbia Heights Metro Station,Forest Glen Metro Station,3.45,2.6,1.7,1.7
Columbia Heights Metro Station,Silver Spring Metro Station,2.95,2.55,1.45,1.45
Columbia Heights Metro Station,Brookland-cua Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Fort Totten Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Prince George's Plaza Metro Station,3,2.55,1.5,1.5
Columbia Heights Metro Station,West Hyattsville Metro Station,2.65,2.3,1.3,1.3
Columbia Heights Metro Station,Benning Road Metro Station,3.55,3,1.75,1.75
Columbia Heights Metro Station,Addison Road-seat Pleasant Metro Station,4.25,3.4,2.1,2.1
Columbia Heights Metro Station,Deanwood Metro Station,3.6,3,1.8,1.8
Columbia Heights Metro Station,New Carrollton Metro Station,4.7,3.85,2.35,2.35
Columbia Heights Metro Station,Landover Metro Station,4.35,3.4,2.15,2.15
Columbia Heights Metro Station,Cheverly Metro Station,3.9,3.2,1.95,1.95
Columbia Heights Metro Station,Largo Town Center Metro Station,5,3.85,2.5,2.5
Columbia Heights Metro Station,Noma Metro,2.3,2.05,1.15,1.15
Columbia Heights Metro Station,Rosslyn Metro Station,2.65,2.3,1.3,1.3
Columbia Heights Metro Station,Arlington Cemetery Metro Station,2.85,2.45,1.4,1.4
Columbia Heights Metro Station,Dupont Circle Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Pentagon Metro Station,2.9,2.45,1.45,1.45
Columbia Heights Metro Station,Crystal City Metro Station,3.2,2.6,1.6,1.6
Columbia Heights Metro Station,Navy Yard Metro Station,2.65,2.3,1.3,1.3
Columbia Heights Metro Station,Mcpherson Square Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Shaw-howard U Metro,2.25,2,1.1,1.1
Columbia Heights Metro Station,Southern Ave Metro Station,3.65,3.05,1.8,1.8
Columbia Heights Metro Station,Greenbelt Metro Station,4.2,3.4,2.1,2.1
Columbia Heights Metro Station,Tenleytown-au Metro Station,3,2.55,1.5,1.5
Columbia Heights Metro Station,West Falls Church Metro Station,4.55,3.75,2.25,2.25
Columbia Heights Metro Station,Dunn Loring-merrifield Metro Station,5.25,3.85,2.6,2.6
Columbia Heights Metro Station,Vienna Metro Station,5.95,3.85,2.95,2.95
Columbia Heights Metro Station,Friendship Heights Metro Station,3.25,2.6,1.6,1.6
Columbia Heights Metro Station,Shady Grove Metro Station,6,3.85,3,3
Columbia Heights Metro Station,Rockville Metro Station,5.85,3.85,2.9,2.9
Columbia Heights Metro Station,Twinbrook Metro Station,5.3,3.85,2.65,2.65
Columbia Heights Metro Station,White Flint Metro Station,5,3.85,2.5,2.5
Columbia Heights Metro Station,Grosvenor-strathmore Metro Station,4.6,3.75,2.3,2.3
Columbia Heights Metro Station,Medical Center Metro Station,3.95,3.3,1.95,1.95
Columbia Heights Metro Station,Bethesda Metro Station,3.7,3.1,1.85,1.85
Columbia Heights Metro Station,Foggy Bottom-gwu Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Court House Metro Station,2.95,2.55,1.45,1.45
Columbia Heights Metro Station,Clarendon Metro Station,3.15,2.6,1.55,1.55
Columbia Heights Metro Station,East Falls Church Metro Station,4.05,3.35,2,2
Columbia Heights Metro Station,Virginia Square-gmu Metro Station,3.3,2.6,1.65,1.65
Columbia Heights Metro Station,Ballston-mu Metro Station,3.45,2.6,1.7,1.7
Columbia Heights Metro Station,Farragut West Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Farragut North Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Woodley Park-zoo Metro,2.3,2.05,1.15,1.15
Columbia Heights Metro Station,L'enfant Plaza Metro Station,2.3,2.05,1.15,1.15
Columbia Heights Metro Station,Smithsonian Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Pentagon City Metro Station,3.05,2.6,1.5,1.5
Columbia Heights Metro Station,Federal Triangle Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Waterfront Metro Station,2.55,2.2,1.25,1.25
Columbia Heights Metro Station,National Airport Metro Station,3.35,2.6,1.65,1.65
Columbia Heights Metro Station,Van Dorn Street Metro Station,5.15,3.85,2.55,2.55
Columbia Heights Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Columbia Heights Metro Station,Federal Center Sw Metro Station,2.35,2.1,1.15,1.15
Columbia Heights Metro Station,Judiciary Square Metro Station,2.25,2,1.1,1.1
Columbia Heights Metro Station,Capitol South Metro Station,2.5,2.2,1.25,1.25
Columbia Heights Metro Station,Metro Center,2.25,2,1.1,1.1
Columbia Heights Metro Station,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
